Context,Question,Answer,Question_type,Domain,Annotator1_QuestionObjective,Annotator1_ContextRelevant,Annotator1_DomainAgree,Annotator1_QuestionTypeAgree,Annotator1_AnswerCorrect,Annotator1_AnswerComplete,Annotator1_QuestionCorrect,Annotator1_QuestionComplete,Annotator2_QuestionObjective,Annotator2_ContextRelevant,Annotator2_DomainAgree,Annotator2_QuestionTypeAgree,Annotator2_AnswerCorrect,Annotator2_AnswerComplete,Annotator2_QuestionCorrect,Annotator2_QuestionComplete
"Сондай-ақ құдағилардың жамбас, қыздар мен күйеулердің төс, балалардың құлақ, бүйрек, жүрек сияқты сыбағалары болады. Қолдың жіліктері құрметті адамдарға тартылмайды. Сыбағаның төркін сыбаға, қара сыбаға, өлі сыбаға, су сыбаға түрлері бар.",Сыбағаның қандай түрлері бар?,"төркін сыбаға, қара сыбаға, өлі сыбаға, су сыбаға",Factoid,eth0,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Сондай-ақ құдағилардың жамбас, қыздар мен күйеулердің төс, балалардың құлақ, бүйрек, жүрек сияқты сыбағалары болады. Қолдың жіліктері құрметті адамдарға тартылмайды. Сыбағаның төркін сыбаға, қара сыбаға, өлі сыбаға, су сыбаға түрлері бар.",Қолдың жіліктері қандай адамдарға тартылмайды?,құрметті,Factoid,eth0,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
Құдаша – қазақтың халық биі. Музыкалық өлшемі 2/4.,Құдаша биінің музыкалық өлшемі қандай?,02.апр,Factoid,eth0,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Уикипедия дегеніміз — көп тілді, ғаламторға негізделген, тегін және ашық мазмұнды энциклопедиялық жоба. Уикипедия басында Нупедияның бір тармағы ретінде пайда болды. ",Уикипедия дегеніміз не?,ғаламторға негізделген энциклопедиялық жоба. ,Factoid,eth0,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Уикипедия дегеніміз — көп тілді, ғаламторға негізделген, тегін және ашық мазмұнды энциклопедиялық жоба. Уикипедия басында Нупедияның бір тармағы ретінде пайда болды. ",Уикипедия басында қалай пайда болды?,Нупедияның бір тармағы ретінде,Factoid,IT,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Тарихи тұрғыда молекулалық биология биохимияның бір саласы ретінде пайда болды.,Тарихи тұрғыдан қарастырғанда молекулалық биология қай ғылымның саласына жатады?,биохимия,Factoid,bio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"1953 жылдың ақпанында  Уотсон мен Крик ДНҚ молекуласының моделін ұсынды, ал 1953 жылдың мамырында Nature журналында мақала жариялады.",ДНҚ молекуласының моделін кім ұсынды?,Уотсон және Крик,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"1953 жылдың ақпанында  Уотсон мен Крик ДНҚ молекуласының моделін ұсынды, ал 1953 жылдың мамырында Nature журналында мақала жариялады.",Уотсон мен Крик қай жылы ДНҚ моделін ұсынды?,1953,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"1953 жылдың ақпанында  Уотсон мен Крик ДНҚ молекуласының моделін ұсынды, ал 1953 жылдың мамырында Nature журналында мақала жариялады.",ДНҚ моделінің ашылуы туралы мақала қай журналда жарияланды?,Nature,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
ХХІ ғасырдың басында адам геномының жариялануымен биоинформатиканың геномдық дәуірі басталды.,Биоинформатиканың геномдық дәуірі неден басталды?,Адам геномының жариялануынан,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
ХХІ ғасырдың басында адам геномының жариялануымен биоинформатиканың геномдық дәуірі басталды.,Биоинформатиканың геномдық дәуірі қашан басталды?,ХХІ ғасырдың басында,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Биоинформатиканың негізгі мақсаты - биологиялық процестерді түсінуге ықпал ету.,Биоинформатиканың негізгі мақсаты қандай?,биологиялық процестерді түсінуге ықпал ету.,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Эволюциялық биология түрлердің тегі мен пайда болуын, сондай-ақ олардың уақыт бойынша дамуын зерттейді.",Эволюциялық биология нені зерттейді?,"биология түрлердің тегі мен пайда болуын, сондай-ақ олардың уақыт бойынша дамуын",Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Эволюциялық биология түрлердің тегі мен пайда болуын, сондай-ақ олардың уақыт бойынша дамуын зерттейді.",Қандай биология түрлердің пайда болуын және олардың дамуын зерттейді?,Эволюциялық,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Биоценометрия - биоценоздар мен экожүйелерді зерттеу әдістерін зерттейтін биоценологияның бөлімі.,Биоценометрия нені зерттейді?,биоценоздар мен экожүйелерді зерттеу әдістерін,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Биоценометрия - биоценоздар мен экожүйелерді зерттеу әдістерін зерттейтін биоценологияның бөлімі.,Биоценометрия - бұл ненің бөлімі?,Биоценологияның,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Аристотельдің шәкірті Теофрастты «ботаниканың атасы» деп атайды.,Кімнің шәкірті ботаниканың атасы болып саналады?,Аристотельдің,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Аристотельдің шәкірті Теофрастты «ботаниканың атасы» деп атайды.,Кімді ботаниканың әкесі деп атайды?,Аристотельдің шәкірті Теофрастты,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Егер фокус директрисада жатса, онда парабола сынық сызыққа айналады.",Қандай жағдайларда парабола сынық сызыққа айналады?,Егер фокус директрисада жатса,Factoid,math,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Парабола – жазық қисық, конустық қималардың бір түрі",Парабола деген не?,Жазық қисық,Factoid,math,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Түбірлерінің жиындары сәйкес келетін теңдеулер мәндес немесе эквивалентті  деп аталады.,Қандай теңдеулер эквивалентті деп аталады?,Түбірлерінің жиындары сәйкес келетіндер,Factoid,math,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Теңдеулердің эквиваленттілігі транзитивтілік қасиетіне ие.,Теңдеулердің эквиваленттілігі қандай қасиетке ие?,Транзитивтілік,Factoid,math,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Теңдеудің екі жағын квадраттаудан бөгде түбірлер пайда болуы мүмкін.,Теңдеудің екі жағын да квадраттаудан не пайда болуы мүмкін?,Бөгде түбірлер ,Factoid,math,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Деректерді өндіру - машиналық оқыту, статистика және дерекқор жүйелерінің қиылысындағы әдістерді қамтитын үлкен деректер жиынындағы үлгілерді анықтау процесі.",Деректерді өндіру деген не?,Үлкен деректер жиынындағы үлгілерді анықтау процесі,Factoid,iT,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Операциялық жүйе - бұл компьютерді қосқан кезде автоматты түрде жүктелетін және пайдаланушыға компьютермен байланыс орнатуға болатын негізгі командалар жиынтығын ұсынатын бағдарлама және бірқатар әрекеттер бағдарламаны іске қосу, дискетаны пішімдеу, файлды көшіру және т. б.",Пайдаланушыға компьютермен байланыс орнатуға болатын негізгі командалар жиынтығын ұсынатын бағдарлама қалай аталады?,Операциялық жүйе,Factoid,iT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Терең оқыту - белгілі бір тапсырмаға тән алгоритмдерден айырмашылығы, деректерді оқытуға негізделген машиналық оқыту әдістерінің кең тобының бөлігі. Терең оқыту бақыланатын, жартылай бақыланатын немесе бақыланбайтын болуы мүмкін.",Терең оқыту қандай түрлерге бөлінеді?,"Бақыланатын, жартылай бақыланатын немесе бақыланбайтын.",Factoid,iT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Түйін - байланыстырылған тізім немесе ағаш тәрізді деректер құрылымы сияқты деректер құрылымының негізгі бірлігі. Түйіндер деректерді қамтиды және басқа түйіндерге де сілтеме жасай алады. Түйіндер арасындағы байланыстар көбінесе көрсеткіштер арқылы жүзеге асырылады.,Түйіндер арасындағы байланыс не арқылы жүзеге асырылады?,көрсеткіштер,Factoid,iT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Python - Гвидо ван Россум жасаған және алғаш рет 1991 жылы шыққан жалпы мақсаттағы интерпретацияланған жоғары деңгейлі бағдарламалау тілі.,Python бағдарламалау тілін кім жасады?,Гвидо ван Россум,Factoid,iT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Python - Гвидо ван Россум жасаған және алғаш рет 1991 жылы шыққан жалпы мақсаттағы интерпретацияланған жоғары деңгейлі бағдарламалау тілі.,Python бағдарламалау тілі алғаш рет қай жылы шықты?,1991,Factoid,iT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Шлюз (gateway) – әр түрлі протоколдарды қолданатын компьютерлік желілерді жұптастыруға арналған аппараттық маршрутизатор немесе бағдарламалық жасақтама.,Шлюз деген не?,Аппараттық маршрутизатор немесе бағдарламалық жасақтама.,Factoid,iT,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Алгоритм-есептер класын қалай шешуге болатындығы туралы нақты сипаттама. Алгоритмдер есептеулерді, деректерді өңдеуді және автоматтандырылған ойлау тапсырмаларын орындай алады.",Алгоритмдер қандай тапсырмаларды орындай алады?,"есептеулерді, деректерді өңдеуді және автоматтандырылған ойлау",Factoid,iT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Сауд Арабиясы түйелерді Аустралиядан импорттайды.,Сауд Арабиясы түйелерді қай мемлекеттен импорттайды?,Аустралия,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Статистикалық мәліметтерге сүйенсек, мейрамханалардың 90 пайызы ашылғандарына 1 жыл толмай жатып жабылады екен.","Статистикалық мәліметтерге сүйенсек, мейрамханалардың неше пайызы ашылғандарына 1 жыл толмай жатып жабылып қалады?",90,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
«American Airlines» компаниясы бизнес кластағы жолаушылардың тағамынан зәйтүнді алып тастау арқылы 40 000 доллар ақша үнемдеген.,«American Airlines» компаниясы бизнес кластағы жолаушылардың тағамынан қандай тағамды алып тастау арқылы 40 000 доллар ақша үнемдеген?,зәйтүн,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Әдетте фаст фуд желілерінде жылдам ырғақты әуендер қосылып қойылады. Адамдар бұндай әуенді естіген кезде тағамдарын жылдам жейді екен. Осылайша іштегі орындар тез босайды.,Фаст желілерінде не себепті жылдам ырғақты ән қойып қояды?,Адамдар жылдам ырғақты  әуенді естіген кезде тағамдарын жылдам жейді екен. ,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
1998 жылы Ларри Пейдж бен Сергей Брин 1 миллиард доллар ақшаға Google-ды Yahoo компаниясына сатпақ болған. Алайда Yahoo компаниясы бұл ұсыныстан бас тартқан екен.,Қай жылы Ларри Пейдж бен Сергей Брин 1 миллиард доллар ақшаға Google-ды Yahoo компаниясына сатпақ болған?,1998 жылы,Factoid,IT,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адамның өмір бойы өсірген шашы шамамен 725 шақырым болады.,Адамның өмір бойы өсірген шашы шамамен қанша шақырым бола алады?,725 шақырым,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адам ДНҚ-сында шамамен 80000 ген болады.,Адам ДНҚ-сында қанша  ген болады?,шамамен 80000,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адам жүрегінің көлемі өзінің жұдырығындай болады. Ересектердің жүрегінің салмағы шамамен 220—260 грамм болады.,Ересектердің жүрегінің салмағы шамамен қанша грамм болады,220—260,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Адам ағзасында бар-жоғы 4 минерал болады: апатит, арагонит, кальцит және кристобалит.",Адам ағзасында бар-жоғы қанша минерал болады?,4,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адам бойында өмір сүретін бактериялардың жалпы салмағы екі келі болады.,Адам бойында өмір сүретін бактериялардың жалпы салмағы қанша?,екі келі ,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Барлық адамдар өздерінің туған күндерін әлемдегі кем дегенде 9 миллион адаммен бөліседі. Бұл туған күн парадоксы деп аталады.,Туған күн парадоксы дегеніміз не?,Барлық адамдар өздерінің туған күндерін әлемдегі кем дегенде 9 миллион адаммен бөліседі,Factoid,social,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Альберт Эйнштейн ешқашан жақсы оқушы болған емес. Шындығында, ол 9 жасында  жақсы сөйлей алмаған және ата-анасы оны ақыл-есі кем деп есептеді.",Альберт Эйнштейн  қанша жасында жақсы сөйлей алмаған?,9 жасында,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
" Америка Құрама Штаттарының жалауын мектеп оқушысы мектеп жобасы үшін жасаған. Алдымен ол B-ге ие болды, бірақ оның дизайны таңдалған кезде, шебер оған А баллын қойған.",Алғашында Америка Құрама Штаттарының жалауын не себепті ойлап тапқан?,мектеп жобасы үшін,Factoid,social,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Өрмекшінің торы - табиғат жасаған ең мықты материал. Ол болаттан гөрі күшті және нейлоннан икемді.,Өрмекші торы қандай күшке ие?,Ол болаттан гөрі күшті және нейлоннан икемді.,Factoid,materials,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
1811 жылы 16 желтоқсанда күшті жер сілкінісі салдарынан Миссисипи өзенінің суы қарсы бағытта ағып кетті.,Ненің салдарынан 1811 жылы 16 желтоқсанда Миссисипи өзенінің суы қарсы бағытта ағып кетті?,жер сілкінісі ,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Әлемдегі ең көне шам Ливермор өрт сөндіру бекетінде, Калифорнияда табылған. Ол 115 жылдан астам уақыт қосулы, әлі өшірілмеген.",Әлемдегі ең көне шам қай жерден табылған?,Калифорнияда,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
1977 жылы Финляндияда Дональд Дак мультфильміне шалбар кимегені үшін тыйым салынды.,1977 жылы Финляндияда Дональд Дак мультфильміне не себепті тыйым салды?,шалбар кимегені үшін ,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Гольф добының соққысы тапаншадан атқаннан гөрі ауыр болуы мүмкін. Себебі доп сағатына 300 шақырымға дейін жетеді.,Гольф добының соққысы қанша шақырымға дейін жете алады?,300,Factoid,physics,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Жер бетінде өмір сүретін ересек тұрғындардың шамамен үштен екісі оқи немесе жаза алмайды. Бұл әлемдегі сапасыз біліммен байланысты.,Не себепті жер бетінде өмір сүретін ересек тұрғындардың шамамен үштен екісі оқи немесе жаза алмайды?,Бұл әлемдегі сапасыз біліммен байланысты.,Factoid,social,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
Лос-Анджелес қаласы АҚШ-тағы ең үлкен магистральды жүйеге ие. Ішінара осыған байланысты машиналар адамдардан көп.,Лос-Анджелес қаласы АҚШ-тағы ең үлкен қандай жүйеге ие?,магистральды жүйеге,Factoid,social,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
Ыстамбұл қаласы - аумағы екі түрлі континентте орналасқан әлемдегі жалғыз қала: Еуропа мен Азия.,Аумағы екі түрлі континентте орналасқан әлемдегі жалғыз қала қандай?,Ыстамбұл,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Бал - ешқашан бітпейтін жалғыз тамақ. Шындығында, ежелгі Египеттің бал ыдыстары бар қабірлері табылды, олар әлі күнге дейін жеуге жарамды.",Ешқашан бітпейтін жалғыз тамақ қандай?,Бал ,Factoid,bio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Антарктидадағы негізгі дін - христиан діні, барлығы сегіз шіркеу бар. Шындығында, бұл ғимараттардың бір бөлігі тарихи ескерткіш ретінде қорғалған.",Антарктидадағы негізгі дін ретінде қай дін саналады?,Христиан,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Әлемдегі ең терең пошта жәшігі - Жапонияның Сусами шығанағында. Нақтырақ айтқанда 10 метр су астында,Әлемдегі ең терең пошта жәшігі қай жерде орналасқан?,Жапонияның Сусами шығанағында.,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Эрнест Винсент Райт «Гэдсби» деп аталатын роман жазды, оның құрамында 50 мыңнан астам сөз бар, олардың ешқайсысында «Е» әрпі жоқ. Автор оны қолданбау үшін оны жазу машинкасынан алып тастаған.", «Гэдсби» деп аталатын роман авторы кім?,Эрнест Винсент Райт ,Factoid,biblio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Бөлмеде босаңсытатын музыка дыбысы естілгенде өсімдіктер тез өсе алады. Құстардың әні немесе джунгли дыбыстары сияқты әуендер олардың өсуін ынталандырады.,Қандай дыбыс естілгенде өсімдіктер тез өсе алады?,босаңсытатын музыка дыбысы.,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адамның шашы түнде тез өсу қабілетіне ие. Алайда күніне шамамен 100-ден астам шаш жоғалады.,Адамның шашы қай уақытта тез өсу қабілетіне ие?,түнде,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Атлант мұхитының суы Тынық мұхитына қарағанда тұзды. Бұл суық және тұзды жер үсті суларының ығыстырылуына байланысты, олар батып Антарктидаға қарай жылжиды.",Атлант мұхитының суы  қай мұхиттың суына қарағанда тұзды?,Тынық,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Әлемде көк тілді үш-ақ жануар бар: Чау Чау иті, көк тілді кесіртке және қара аю.",Әлемде көк тілді қанша жануар бар?,үш,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адам аптасына 25 мың рет жыпылықтайды. Бұл қабақты дененің ең жылдам бұлшықетіне айналдырады.,Адам  аптасына неше рет жыпылықтайды?,25 мың рет,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Наполеон Бонапарт Мысырдағы пирамидаларды салуда пайдаланылған тастар Францияның айналасында алып қабырға тұрғызуға жеткілікті деп есептеді.,Мысырдағы пирамидаларды салуда пайдаланылған тастар Францияның айналасында алып қабырға тұрғызуға жеткілікті деп есептеген кім?,Наполеон Бонапарт,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Шерлок Холмс - Англиядағы әлемге әйгілі әдеби кейіпкерлердің бірі. Алайда, 2008 жылғы сауалнама нәтижесінде британдық жасөспірімдердің 58 пайызы оны нақты адам деп санаса, 20 пайызы Уинстон Черчилльді ойдан шығарылған деп санайды.", Англиядағы әлемге әйгілі әдеби кейіпкер кім?,Шерлок Холмс,Factoid,biblio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Адамның бес дәстүрлі иіс сезу, жанасу, дыбыс, көру және дәм сезу мүшелерімен қатар тағы 15 сезімі бар. Оларға температура, ауырсыну, уақыт, ішкі сезімдер, тұншығу және басқалары жатады.","Адамның бес дәстүрлі иіс сезу, жанасу, дыбыс, көру және дәм сезу мүшелерімен қатар тағы қанша сезімі бар?",15,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
30 минут ішінде адам денесі шамамен 4 литр суды қайнататындай жылу шығарады.,30 минут ішінде адам денесі шамамен қанша литр суды қайнататындай жылу шығара алады?,4,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Ұшу кезінде біздің иіс пен дәм сезу қабілетіміз 20-50 пайызға төмендейді. Сондықтан, ұшақтағы тамақ онша дәмді болып көрінбейді.",Қай уақытта біздің иіс пен дәм сезу қабілетіміз 20-50 пайызға төмендейді?,Ұшу кезінде,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Лос-Анджелесте автомобильдер саны қалада тұратын адамдар санынан асып түседі.,Қай қалада автомобильдер саны қалада тұратын адамдар санынан асып түседі?,Лос-Анджелесте,Factoid,social,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Әлемдегі ең ұзақ музыкалық шығарма 639 жылға созылады.,Әлемдегі ең ұзақ музыкалық шығарма қанша жылға созылды?,639 жылға,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Дүние жүзі тұрғындарының көп бөлігі, атап айтқанда 90 пайызы Солтүстік жарты шарда тұрады.","Дүние жүзі тұрғындарының көп бөлігі, атап айтқанда 90 пайызы қай жарты шарда тұрады?",Солтүстік,Factoid,geo,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Араб цифрлерін арабтар емес, үнді математиктары ойлап тапқан.",Араб цифрлерін кімдер  ойлап тапқан?,үнді математиктары,Factoid,math,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Тарихта болған ең қысқа соғыс 1 сағатқа да жетпеген. Бұл ағылшындар мен занзибарлар арасындағы 38 минуттық соғыс.,Тарихта болған ең қысқа соғыс қанша уақытқа созылған?,38 минут,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Тарихтағы ең ұзақ соғыс Нидерланды және Силли архипелагы арасында болған. Бұл соғыс 1651 жылдан бастап 1989 жылға дейін, яғни 335 жыл бойы жүрген.",Тарихтағы ең ұзақ соғыс қай елдер арасында болған?,Нидерланды және Силли архипелагы,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Зерттеушілер гидролокатордың көмегімен 1,8 км тереңдікте екі ерекше пирамидаларды тапқан. Ғалымдар пирамидалардың қалың шыны түрінен жасалғанын және олардың көлемі Мысырыдағы Хеопс пирамидаларынан үлкен екенін анықтаған","Зерттеушілер ненің көмегімен 1,8 км тереңдікте екі ерекше пирамидаларды тапқан?",гидролокатордың ,Factoid,materials,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Аяқтарды бинтпен таңу - ежелгі қытай дәстүрлерінің бірі. Ежелгі қытайлықтар қыздардың аяқтарының саусақтарын табанына байлаған. Олар қыздың аяғы неғұрлым кішкентай болса, қыздың өзі соғұрлым сұлу болады деп есептеген.",Аяқтарды бинтпен таңу қай ұлттың ежелгі дәстүрлерінің бірі?,ежелгі қытай,Factoid,history,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Құмырсқа дене мөлшеріне байланысты ең үлкен миы бар жәндік болып саналады.,Қай жәндік дене мөлшеріне байланысты ең үлкен миы бар жәндік болып саналады?,Құмырсқа,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Грегор Мендель тұқым қуалаушылық теориясының дамытушысы болып саналады.,Тұқым қуалаушылық теориясын дамытушы ғалым?,Грегор Мендель,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Адам бойындағы барлық көміртегіні пайдаланып 900 қарындаш жасауға, майды пайдаланып 7 сабын жасауға, суды пайдаланып 50 литрлік бөшкені толтыруға болады. Адам жүрегі өмір бойы 182 тонна қан айдап үлгереді.",Адам бойындағы барлық көміртегіні пайдаланып қанша қарындаш жасауға болады?,900,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адам ағзасындағы қан тамырлар жалпы ұзындығы 100000 километрге тең.,Адам ағзасындағы қан тамырлар жалпы ұзындығы қанша  километрге тең?,100000,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Көктемгі уақытта адамдардың тыныс алу жиілігі күзгімен салыстырғанда 1/3 ке көбірек.,Қай уақытта адамдардың тыныс алу жиілігі күзгімен салыстырғанда 1/3 ке көбірек?,Көктемгі,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Өмірінің соңында адам шамамен 150 триллион бит ақпаратты есіне сақтайды.,Өмірінің соңында адам шамамен қанша  триллион бит ақпаратты есіне сақтайды?,150,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Қатты шөлдеу барлық денедегі 1% суды жоғалтқанда пайда болады. 5% артық деңгейде су жоғалтқанда есінен тануға, ал 10% суды жоғалту— өлімге алып келеді.",Қатты шөлдеу барлық денедегі қанша пайыз  суды жоғалтқанда пайда болады?,1%,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Адам жағының абсолютті шайнау күші тек бір жағындаға ғана 195 килограммға тең.,Адам жағының абсолютті шайнау күші тек бір жағындаға ғана қанша килограммға тең?,195,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Адам дүниеге келгенде, оның ағзасы 14 миллиард жасушадан тұрады, және бұл көрсеткіш өлгенше дейін көбеймейді. Керісінше 25 жастан кейін күніне 100 мыға азайып отырады.","Адам дүниеге келгенде, оның ағзасы қанша  миллиард жасушадан тұрады?",14,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Махаббат экстазына жауап беретін химияллық қосынды (фенилэтиламин) шоколад құрамында бар. ,Махаббат экстазына жауап беретін химияллық қосынды қай тағамның құрамында бар?,шоколад,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Адам күлгенде 17 бұлшықетті пайдаланады, ал мұңайғанда 43 бұлшықет жұмыс істеп, бет пішінін өзгертеді.",Адам күлгенде қанша бұлшықетті пайдаланады?,17,Factoid,bio,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Статистикаға сүйенсек, тек 2 миллиард адамдардан тек 1 адам ғана 116 жастан артық өмір сүреді.","Статистикаға сүйенсек, тек 2 миллиард адамдардан тек 1 адам ғана қанша  жастан артық өмір сүреді?",116,Factoid,materials,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Германиялық ғалымдардың айтуы бойынша, адамдарда жүрек ұстамасының ең жиі болатын күні дүйсенбі.","Германиялық ғалымдардың айтуы бойынша, адамдарда жүрек ұстамасының ең жиі болатын күні қай күн?",Дүйсенбі,Factoid,bio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Сау адам аштықтан қарағанда, ұйқысыздықтан жылдам өліп кетеді. 10 күн ұйқысыз жүрген адам өлімге душар болса, ал аштықтан тек бірнеше аптадан кейін бірақ өлім келеді.","Сау адам аштықтан қарағанда, не нәрседен жылдам өліп кетеді?",ұйқысыздықтан,Factoid,bio,0,1,1,1,2,2,2,2,0,1,1,1,2,2,2,2.0
"Зоолог - жануарларды, олардың мінез-құлқын, генетикасын, тіршілік ету ортасын және жануарлар мен қоршаған ортаның байланысын зерттейтін ғалым. ",Зоолог дегеніміз кім?,"жануарларды, олардың мінез-құлқын, генетикасын, тіршілік ету ортасын және жануарлар мен қоршаған ортаның байланысын зерттейтін ғалым. ",Factoid,bio,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
